,Posição,Time,Pontos,Jogos,Vitórias,Empates
0,1,Paris Saint-Germain,83,38,24,11
1,2,Lyon,75,38,22,9
2,3,AS Mônaco,71,38,20,11
3,4,Marseille,69,38,21,6
4,5,Saint-Etienne,69,38,19,12
5,6,Bordeaux,63,38,17,12
6,7,Montpellier,56,38,16,8
7,8,Lille,56,38,16,8
8,9,Stade Rennes,50,38,13,11
9,10,Guingamp,49,38,15,4
10,11,Nice,48,38,13,9
11,12,Bastia,47,38,12,11
12,13,Caen,46,38,12,10
13,14,Nantes,45,38,11,12
14,15,Stade de Reims,44,38,12,8
15,16,Lorient,43,38,12,7
16,17,Toulouse,42,38,12,6
17,18,Evian Thonon Gaillard,37,38,11,4
18,19,Metz,30,38,7,9
19,20,Lens,29,38,7,8
