,Posição,Time,Pontos,Jogos,Vitórias,Empates
0,1,Paris Saint-Germain,96,38,30,6
1,2,Lyon,65,38,19,8
2,3,AS Mônaco,65,38,17,14
3,4,Nice,63,38,18,9
4,5,Lille,60,38,15,15
5,6,Saint-Etienne,58,38,17,7
6,7,Caen,54,38,16,6
7,8,Stade Rennes,52,38,13,13
8,9,Angers,50,38,13,11
9,10,Bastia,50,38,14,8
10,11,Bordeaux,50,38,12,14
11,12,Montpellier,49,38,14,7
12,13,Marseille,48,38,10,18
13,14,Nantes,48,38,12,12
14,15,Lorient,46,38,11,13
15,16,Guingamp,44,38,11,11
16,17,Toulouse,40,38,9,13
17,18,Stade de Reims,39,38,10,9
18,19,GFC Ajaccio,37,38,8,13
19,20,Troyes,18,38,3,9
