,Posição,Time,Pontos,Jogos,Vitórias,Empates
0,1,Ankaragucu,0,0,0,0
1,2,Antalyaspor,0,0,0,0
2,3,Besiktas,0,0,0,0
3,4,Bursaspor,0,0,0,0
4,5,Eskisehirspor,0,0,0,0
5,6,Fenerbahçe,0,0,0,0
6,7,Galatasaray,0,0,0,0
7,8,Gaziantepspor,0,0,0,0
8,9,Genclerbirligi,0,0,0,0
9,10,Istanbul Basaksehir,0,0,0,0
10,11,Karabukspor,0,0,0,0
11,12,Kayserispor,0,0,0,0
12,13,Manisaspor,0,0,0,0
13,14,Mersin Idmanyurdu,0,0,0,0
14,15,Orduspor,0,0,0,0
15,16,Samsunspor,0,0,0,0
16,17,Sivasspor,0,0,0,0
17,18,Trabzonspor,0,0,0,0
