,Posição,Time,Pontos,Jogos,Vitórias,Empates
0,1,FC Porto,70,30,21,7
1,2,Sporting CP,66,30,20,6
2,3,Benfica,59,30,17,8
3,4,CD Nacional de Madeira,52,30,15,7
4,5,Braga,50,30,13,11
5,6,Leixoes,45,30,12,9
6,7,Academica de Coimbra,39,30,10,9
7,8,Guimaraes,38,30,10,8
8,9,Maritimo,37,30,9,10
9,10,Paços de Ferreira,34,30,9,7
10,11,Estrela Amadora,34,30,8,10
11,12,Rio Ave,30,30,8,6
12,13,Naval 1º Maio,29,30,7,8
13,14,Vitoria Setubal,26,30,7,5
14,15,Belenenses,24,30,5,9
15,16,Trofense,23,30,5,8
